id,title,authors,date,edition,publisher,isbn-13,language,series,age range,pages,lexile
924,Circos Data Visualization How-To,Tom Schenk Jr,2012/11/11,,Packt Publishing,9781849694407,,,,72,
925,Cis 219 : Database Management System  ,Strayer University,2006/01/28,,McGraw-Hill Custom,9780077238469,,,,,
926,Cis111: Concept of Database Management>CUSTOM<,Strayer University,2009/08/26,,CENGAGE Learning Custom Publishing,9781111033248,,,,,
927,"CISO Soft Skills: Securing Organizations Impaired by Employee Politics, Apathy, and Intolerant Perspectives","Ron Collette, Michael Gentile, Skye Gentile",2008/11/20,,Taylor & Francis,9781420089103,,,,288,
928,Citations from the Life Sciences Collection Database: Wetlands Ecology,U.S. Environmental Protection Agency (Created by),2012/09/21,,BiblioGov,9781249459392,,,,184,
929,Citations from the Management Contents Database: Crisis Management,U.S. Environmental Protection Agency (Created by),2012/09/21,,BiblioGov,9781249459422,,,,84,
930,Citations from the NTIS Bibliographic Database: Boiler and Steam Generator Corrosion: Fossil Fuel Power Plants,U.S. Environmental Protection Agency (Created by),2012/09/21,,BiblioGov,9781249459378,,,,58,
931,"Citizen in Sensor Networks: First International Workshop, CitiSens 2012, Montpellier, France, August 27, 2012, Revised Selected Papers","Jordi Nin (Editor), Daniel Villatoro (Editor)",2013/01/09,1,Springer Berlin Heidelberg,9783642360732,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#7685",,95,
932,"City Crime Rankings, 13th Edition CD w/ Databases: Crime in Metropolitan America","Kathleen O'Leary Morgan (Editor), Scott E. Morgan (Editor)",2006/12/28,13,Morgan Quitno Corporation,9780740117213,,,,,
933,Clait Advanced 2006 Unit 3 Relational Databases Using Access 2010,CIA Training Ltd,2010/08/28,,CIA Training,9781860058738,,,,,
934,Clait Plus 2006 Unit 3 Creating and Using a Database Using Access 2010,CIA Training Ltd,2010/08/28,,CIA Training,9781860058608,,,,,
935,"Clarion 6 Tips & Techniques, Volume 1",David Harms (Editor),2005/06/28,,Covecomm Inc.,9780968955383,,,,408,
936,"Clarion: Introduction, Desktop Database Formats, Properties, Drawbacks, and More",Gaby Alez,2012/02/28,,Webster's Digital Services,9781276226455,,,,314,
937,Claris FileMaker Pro 3.0 for Windows 95 and MacIntosh: With Disk,Betsy Newberry,1996/09/01,1,Cengage Learning,9780538715676,,Df - Computer Applications Series,,160,
938,Classification Analysis of DNA Microarrays,Leif E. Peterson,2013/04/01,1,Wiley,9780470170816,,"Wiley Series in Bioinformatics Series ,#7",,736,
939,Clickstream Data Warehousing,"Mark Sweiger, Mark R. Madsen, Jimmy Langston, Howard Lombard, Howard Lombard (Joint Author)",2002/01/28,1,"Wiley, John & Sons, Incorporated",9780471083771,,,,480,
940,Client Data Caching: A Foundation for High Performance Object Database Systems,Michael J. Franklin,1996/03/31,1,Springer US,9780792397014,,"The Springer International Series in Engineering and Computer Science ,#354",,230,
941,Client/Server Computing for Dummies,"Doug Lowe, David Helda, Lowe",1999/02/17,3,"Wiley, John & Sons, Incorporated",9780764504761,,For Dummies Series,,406,
942,Client/Server Database Design with SYBASE: A High-Performance and Fine- Tuning Guide,George W. Anderson,1996/12/28,,"McGraw-Hill Companies, The",9780070016972,,McGraw-Hill Series on Computer Communications,,580,
943,Client/Server Databases,"James Martin, Joseph Leben, Joe Leben",1995/06/27,,Pearson Technology Group 2,9780133051605,,,,376,
944,Climate and Environmental Database Systems,"Michael Lautenschlager (Editor), Manfred Reinke (Editor)",1996/11/30,1,Springer US,9780792398325,,"Springer International Series in Engineering and Computer Science ,#386",,197,
945,Climwat for Cropwat: A Climatic Database for Irrigation Planning and Management,Martin Smith,1993/12/28,,Food & Agriculture Organization of the United Nations,9789251034163,,"Irrigation and Drainage Papers ,#49",,113,
946,Clinical Data Management,"Richard K. Rondel, Sheila A. Varley, Colin F. Webb",2000/04/17,2,Wiley,9780471983293,,,,366,
947,Clinical Data Mining for Physician Decision Making and Investigating Health Outcomes: Methods for Prediction and Analysis,"Patricia Cerrito, John Cerrito",2011/02/28,,IGI Global,9781615209057,,,,372,
948,Clinical Pre Computer Proforma for the International Computer Database for Radiation Exposure Case Histories,"Alexander E. Baranov, Dirk Densow, T. M. Fliedner",1994/02/28,,Springer Berlin Heidelberg,9783540575962,,,,114,
949,Cloning of G.Hirsutum Actin1 & Cotton Tilling Database Development,"Khan Aqsa Hafeez, Ijaz Ambreen, Naseer Cheema Masooma",2013/02/12,,AV Akademikerverlag GmbH & Co. KG.,9783659345524,,,,64,
950,Cloud Computing,Dr. Kris Jamsa,2012/03/22,,Jones & Bartlett Learning,9781449647391,,,,324,
951,"Cloud Computing: Methodology, Systems, and Applications","Lizhe Wang (Editor), Rajiv Ranjan (Editor), Jinjun Chen (Editor), Boualem Benatallah (Editor)",2011/10/24,,CRC Press,9781439856413,,,,844,
952,Cloud Data Management,"Liang Zhao, Sherif Sakr, Anna Liu, Athman Bouguettaya",2014/03/31,,Springer International Publishing,9783319047645,,,,202,
953,Cloud Database Development and Management,Lee Chao,2013/07/31,,Taylor & Francis,9781466565050,,,,487,
954,Cloud Infrastructures for Big Data Analytics,"Pethuru Raj, Ganesh Chandra Deka",2014/03/31,,IGI Global,9781466658646,,,,594,
955,Coal Information Sources and Data Bases,Carolyn C. Bloch,1981/04/01,,Elsevier Science & Technology Books,9780815508304,,,,128,
956,Coastal Hazards Data Base for the U.S. East Coast,U. S. Government Printing Office (Gpo) (Created by),2013/06/26,,BiblioGov,9781289013295,,,,178,
957,Code Centric: T-SQL Programming with Stored Procedures and Triggers,Garth Wells,2001/01/30,1,Apress,9781893115835,,,,692,
958,CodeNotes for Oracle 9i,Gregory Brill,2002/08/13,,Random House Publishing Group,9780812992014,,Codenotes Series,,256,
959,Cognos 8 BI for Consumers: A step-by-step introductory guide to Cognos Connection,Juan A. Padilla,2007/07/28,,Technology Partners Books,9780979692000,,,,248,
960,Cold Fusion 2.0 Web Database Construction Kit,"Ben Forta, David Watts, Leon Chalnick, David E. Crawford, Steven D. Drucker",1996/12/01,,Que,9780789709707,,,,832,
961,Cold Fusion 5,Jeffry Houser,2002/02/08,,McGraw-Hill/OsborneMedia,9780072191097,,,,484,
962,Coldfusion 5 Developer's Guide,Michael Buffington,2001/10/01,,"McGraw-Hill Companies, The",9780072132250,,,,644,
963,ColdFusion 5 Language Reference,Ben Forta,2001/10/18,,Pearson Education,9780789726988,,,,316,
964,ColdFusion 4 For Dummies,"Alexis D. Gutzman, Charles Arehart, John Paul Ashenfelter",2000/02/01,1,"Wiley, John & Sons, Incorporated",9780764506048,,For Dummies Series,,406,
965,Collaborative Information Seeking: The Art and Science of Making the Whole Greater than the Sum of All,Chirag Shah,2012/07/04,1,Springer Berlin Heidelberg,9783642288128,,"The Information Retrieval Series ,#34",,186,
966,"Combinatorial Pattern Matching: 21st Annual Symposium, CPM 2010, New York, NY, USA, June 21-23, 2010, Proceedings,","Amihood Amir (Editor), Laxmi Parida (Editor)",2010/06/01,1,Springer Berlin Heidelberg,9783642135088,,"Lecture Notes in Computer Science / Theoretical Computer Science and General Issues Series ,#6129",,362,
967,"Combinatorial Pattern Matching: 18th Annual Symposium, CPM 2007, London, Canada, July 9-11, 2007, Proceedings","Bin Ma (Editor), Kaizhong Zhang (Editor)",2007/08/17,1,Springer Berlin Heidelberg,9783540734369,,"Lecture Notes in Computer Science / Theoretical Computer Science and General Issues Series ,#4580",,368,
968,"Command Performance: R-Base System V - the Microsoft Reference Guide to All Commands, Functions, and Features",Nicholas M. Baran,1987/07/28,,Microsoft Press,9781556150234,,Command Performance Ser.,,336,
969,"Commercial Data Mining: Processing, Analysis and Modeling for Predictive Analytics Projects",David Nettleton,2014/03/01,,Elsevier Science,9780124166028,,Savvy Manager's Guides Series,,304,
970,Commodore 64 Trivia Data Base,"James F. Hunter, Gregory L. Guntle",1984/01/01,,Sams,9780672223969,,,,107,
971,Common Table Expressions Joes 2 Pros: A Solution Series Tutorial on Everything You Ever Wanted to Know about Common Table Expressions,"Steve Stedman, Rick Morelan (Editor), Tony Smithlin (Editor)",2013/05/01,,Joes 2 Pros International LLC,9781939666185,,,,244,
972,Communicating Data with Tableau,Ben Jones,2014/07/11,1,"O'Reilly Media, Incorporated",9781449372026,,,,334,
973,Communicating Science and Engineering Data in the Information Age,"Panel on Communicating National Science Foundation Science and Engineering Information to Data Users, National Research Council",2012/02/07,,National Academies Press,9780309222099,,,,122,
974,Communicating with Legal Databases: Terms and Abbreviations for the Legal Researcher,"Lynda Thompson, Mary E. Ziebarth, Ann L. McDonald",1987/05/28,,"Neal-Schuman Publishers, Incorporated",9780918212955,,,,206,
975,Community-Built Databases: Research and Development,Eric Pardede (Editor),2011/05/25,1,Springer Berlin Heidelberg,9783642190469,,,,375,
976,"Comparative Evaluation of XML Information Retrieval Systems: 5th International Workshop of the Initiative for the Evaluation of XML Retrieval, INEX 2006 Dagstuhl Castle, Germany, December 17-20, 2006 Revised and Selected Papers","Norbert Fuhr (Editor), Mounia Lalmas (Editor), Andrew Trotman (Editor)",2007/10/03,1,Springer Berlin Heidelberg,9783540738879,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4518",,554,
977,"Comparative Genomics: RECOMB 2006 International Workshop, RECOMB-CG 2006, Montreal, Canada, September 24-26, 2006, Proceedings","Guillaume Bourque (Editor), Nadja El' Mabrouk (Editor)",2006/10/19,1,Springer Berlin Heidelberg,9783540445296,,"Lecture Notes in Computer Science / Lecture Notes in Bioinformatics Series ,#4205",,231,
978,Comparative Study Of Clustering Algorithms On Textual Databases - Clustering Of Curricula Vitae Into Comptency-Based Groups To Support Knowledge Management,Sebastian R. Spiegler,2007/11/21,,VDM Verlag Dr. Mueller e.K.,9783836448796,,,,96,
979,Comparative Study of Very Large Data Bases,E. Hill,1978/03/28,,"Springer-Verlag New York, LLC",9780387086538,,Lecture Notes in Computer Science,,140,
980,Comparing Distributions,Olivier Thas,2009/09/15,1,Springer New York,9780387927091,,Springer Series in Statistics,,354,
981,Comparing The Performance Of Open Source And Proprietary Relational Database Management Systems.,Sean Steven Coates,2011/09/07,,BiblioLabsII,9781243681898,,,,194,
982,Complete Book of Middleware,Judith M. Myerson,2002/03/05,,Taylor & Francis,9780849312724,,,,304,
983,Complete Business Traveler's Guide,American Database Corporation,1987/08/01,,American Database,9780942651003,,,,,
984,Complete Data Base for Evaluation of Predicted and Actual Impacts of Construction Grants Projects in Three River Basins of Region V,U.S. Environmental Protection Agency (Created by),2012/09/24,,BiblioGov,9781249500728,,,,122,
985,A Complete Guide to DB2 Universal Database,"Don Chamberlin, D. D. Chamberlin",1998/06/01,2,Elsevier Science,9781558604827,,Morgan Kaufmann Series in Data Management Systems Series,,816,
986,Complete Java Database Training Course: The Ultimate Cyber Classroom,"Marc Loy, Thomas Berry",1997/09/02,,Prentice Hall Professional Technical Reference,9780137595075,,,,32,
987,Complete Mumps: An Introduction and Reference Manual for the Mumps Programming Language,John Lewkowicz,1989/01/31,1,Prentice Hall,9780131621251,,,,500,
988,Completion of the National Land Cover Database   1992-2001 Land Cover Change Retrofit Product: Open-File Report 2008-1379,"United U.S. Department of the Interior (Created by), et al., J. A. Fry",2013/01/30,,BiblioGov,9781288678853,,,,30,
989,Complex Data Modeling and Computationally Intensive Statistical Methods,"Pietro Mantovan, Piercesare Secchi",2010/09/28,1,Springer Milan,9788847013858,,Contributions to Statistics Series,,170,
990,Complex Data Warehousing And Knowledge Discovery For Advanced Retrieval Development,Tho Manh Nguyen,2011/02/18,,IGI Global,9781605667485,,Advances in Data Warehousing and Mining (ADWM) Book Series,,426,
991,Component Database Systems,"Klaus R. Dittrich (Editor), Andreas Geppert (Editor)",2001/01/01,,Elsevier Science & Technology Books,9783932588754,,Morgan Kaufmann Series in Data Management System,,294,
992,Component-Level Electronic-Assembly Repair   Analysis of the Problem Reporting and Corrective Action   Database of the International Space,"Ridhard C. Oeftering, Nasa Technical Reports Server (Ntrs), Et Al",2013/06/27,,BiblioGov,9781289064983,,,,32,
993,"Comprehensive Database of Wellbore Temperatures and Drilling Mud Weight Pressures by Depth for Judge Digby Field, Louisiana: Open-File Report 2010-1303","United U.S. Department of the Interior (Created by), Lauri Burke",2013/02/04,,BiblioGov,9781288694563,,,,28,
994,Comprehensive Database Performance for OS - 2 2.0's Extended Services,"Bruce A. Tate, Tim Malkemus, Terry Gray",1992/08/15,,"Wiley, John & Sons, Incorporated",9780442013257,,VNR Computer Library,,155,
995,"Computable Models of the Law: Languages, Dialogues, Games, Ontologies","Giovanni Sartor (Editor), Nuria Casellas (Editor), Rossella Rubino (Editor)",2008/10/28,1,Springer Berlin Heidelberg,9783540855682,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#4884",,341,
996,"Computational Forensics: Second International Workshop, IWCF 2008, Washington, DC, USA, August 7-8, 2008, Proceedings","Sargur N. Srihari (Editor), Katrin Franke (Editor)",2008/09/28,1,Springer Berlin Heidelberg,9783540853022,,"Lecture Notes in Computer Science / Image Processing, Computer Vision, Pattern Recognition, and Graphics Series ,#5158",,229,
997,"Computational Forensics: Third International Workshop, IWCF 2009, The Hague, The Netherlands, August 13-14, 2009, Proceedings","Zeno J. M. H. Geradts (Editor), Katrin Franke (Editor), Cor J. Veenman (Editor)",2009/07/28,1,Springer Berlin Heidelberg,9783642035203,,"Lecture Notes in Computer Science / Image Processing, Computer Vision, Pattern Recognition, and Graphics Series ,#5718",,181,
998,Computational Framework for Knowledge: Integrated Behavior of Machines,"Syed V. Ahamed, Ahamed",2009/08/03,1,Wiley,9780470446867,,,,538,
999,"Computational Intelligence and Intelligent Systems: 4th International Symposium on Intelligence Computation and Applications, ISICA 2009, Huangshi, China, October 23-25, 2009",Zhenhua Li (Editor),2009/10/05,1,Springer Berlin Heidelberg,9783642049613,,"Communications in Computer and Information Science Series ,#51",,484,
1000,Computational Intelligence: Foundations And Applications - Proceedings Of The 9Th International Flins Conference,"Da Ruan, Tianrui Li (Editor)",2010/07/13,,"World Scientific Publishing Company, Incorporated",9789814324694,,,,1190,
1001,"Computational Intelligence in Business Analytics: Concepts, Methods, and Tools for Big Data Applications",Les Sztandera,2014/06/24,1,Pearson FT Press,9780133552089,,FT Press Operations Management Series,,160,
1002,"Computational Intelligence Methods for Bioinformatics and Biostatistics: 8th International Meeting, CIBB 2011, Gargnano del Garda, Italy, June 30 - July 2, 2011, Revised Selected Papers","Elia Biganzoli (Editor), Alfredo Vellido (Editor), Federico Ambrogi (Editor), Roberto Tagliaferri (Editor)",2012/11/22,1,Springer Berlin Heidelberg,9783642356858,,"Lecture Notes in Computer Science / Lecture Notes in Bioinformatics Series ,#7548",,290,
1003,"Computational Intelligence Methods for Bioinformatics and Biostatistics: 6th International Meeting, CIBB 2009, Genoa, Italy, October 15-17, 2009, Revised Selected Papers","Francesco Masulli (Editor), Leif Peterson (Editor), Roberto Tagliaferri (Editor)",2010/09/08,1,Springer Berlin Heidelberg,9783642145704,,"Lecture Notes in Computer Science / Lecture Notes in Bioinformatics Series ,#6160",,320,
1004,Computational Knowledge Discovery Tools for Bioinformatics Research,Xiao-Li Li (Editor),2012/06/30,,IGI Global,9781466617858,,,,464,
1005,Computational Linguistics and Talking Robots: Processing Content in Database Semantics,Roland Hausser,2011/09/14,1,Springer Berlin Heidelberg,9783642224317,,,,286,
1006,Computational Mass Spectrometry: Algorithms for Identification of Peptides not Present in Protein Databases .,Julio Ng,2012/07/17,,BiblioLabsII,9781249064169,,,,168,
1007,Computational Medicine in Data Mining and Modeling,"Goran Rakocevic (Editor), Tijana Djukic (Editor), Nenad Filipovic (Editor), Veljko Milutinovic (Editor)",2013/11/30,,Springer New York,9781461487845,,,,376,
1008,Computational Methods for Parsimonious Data Fitting,M. Ribaric,1984/07/28,,"Springer-Verlag New York, LLC",9783705100046,,,,,
1009,Computational Methods of Feature Selection,"Huan Liu (Editor), Hiroshi Motoda (Editor)",2007/10/25,,Taylor & Francis,9781584888789,,Chapman & Hall/CRC Data Mining and Knowledge Discovery Series,,440,
1010,"A Computational Model of Natural Language Communication: Interpretation, Inference, and Production in Database Semantics",Roland R. Hausser,2006/09/14,1,Springer Berlin Heidelberg,9783540354765,,,,365,
1011,Computational Movement Analysis,Patrick Laube,2014/09/30,,Springer International Publishing,9783319102672,,SpringerBriefs in Computer Science Series,,87,
1012,"Computational Processing of the Portuguese Language: 10th International Conference, PROPOR 2012, Coimbra, Portugal, April 17-20, 2012, Proceedings","Helena Caseli, Aline Villavicencio, Antonio Teixeira, Fernando Perdigao",2012/03/26,1,Springer Berlin Heidelberg,9783642288845,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#7243",,460,
1013,"Computational Social Networks: Tools, Perspectives and Applications","Ajith Abraham (Editor), Aboul-Ella Hassanien (Editor)",2014/07/31,,Springer London,9781447160090,,,,470,
1014,Computational Statistics,Springer,2009/08/07,1,Springer New York,9780387981437,,Statistics and Computing Series,,750,
1015,Computational Structures And Algorithms For Association Rules,Jean-Marc Adamo,2011/08/22,,CreateSpace Publishing,9781463737818,,,,276,
1016,Computer-Aided Database Design: The DATAID Project,"A. Albano (Editor), V. De Antonellis (Editor), A. Di Leva (Editor)",1985/01/01,,Elsevier Science & Technology Books,9780444877352,,,,222,
1017,Computer-Aided Project Management: A Visual Scheduling and Management System,Spiro N. Pollalis,1993/01/01,,Vieweg+Teubner Verlag,9783663198536,German,,,242,
1018,Computer-Aided Systems Engineering for Flight Research Projects Using a Workgroup Database,"Masahi Mizukami, Nasa Technical Reports Server (Ntrs)",2013/07/31,,BiblioGov,9781289263881,,,,28,
1019,"Computer Analysis of Images and Patterns: 13th International Conference, CAIP 2009, Münster, Germany, September 2-4, 2009, Proceedings","Xiaoyi Jiang (Editor), Nicolai Petkov (Editor)",2009/09/01,1,Springer Berlin Heidelberg,9783642037665,,"Lecture Notes in Computer Science / Image Processing, Computer Vision, Pattern Recognition, and Graphics Series ,#5702",,1251,
1020,Computer and Information Sciences II: 26th International Symposium on Computer and Information Sciences,"Erol Gelenbe (Editor), Ricardo Lent (Editor), Georgia Sakellari (Editor)",2014/05/05,,Springer London,9781447158103,,,,586,
1021,"Computer Applications for Database, Education and Ubiquitous Computing: International Conferences, EL, DTA and UNESST 2012, Held as Part of the Future Generation Information Technology Conference, FGIT 2012, Gangneug, Korea, December 16-19, 2012. Proceedi","Tai-hoon Kim (Editor), Jianhua Ma (Editor), Wai-chi Fang (Editor), Yanchun Zhang (Editor), Alfredo Cuzzocrea (Editor)",2012/11/15,1,Springer Berlin Heidelberg,9783642356025,,"Communications in Computer and Information Science Series ,#352",,356,
1022,Computer-Assisted Data Base Design,G. Hubbard,1981/04/01,,"Wiley, John & Sons, Incorporated",9780442233303,,,,248,
1023,Computer-Assisted Data Base Design,George U. Hubbard,1981/07/01,,"Wiley, John & Sons, Incorporated",9780442232054,,Van Nostrand Reinhold Data Processing Series,,248,
1024,Computer Concepts Brief and Microsoft Office 2010 Illustrated Introductory,"David W. Beskeen, Carol M. Cram, Jennifer Duffy, Lisa Friedrichsen",2012/04/12,,Cengage Learning,9781133611585,,,,784,
1025,Computer Data-Base Organization,James Martin,1977/10/05,2,Prentice Hall Professional Technical Reference,9780131654235,,Prentice-Hall Series in Automatic Computation,,712,
1026,Computer Data Management and Data Base Technology,Harry Katzan,1975/04/28,,Van Nostrand Reinhold,9780442242633,,,,347,
1027,Computer Databases,Andrew M. Brown,2013/12/07,,CreateSpace Publishing,9781494259204,,,,56,
1028,Computer Graphics and Chemical Structures: Database Management Systems,Stanley V. Kasparek,1990/01/29,1,"Wiley, John & Sons, Incorporated",9780471628224,,,,798,
1029,"Computer Graphics and Database Management, 1991: Presented at the 1991 Pressure Vessels and Piping Conference, San Diego, California, June 23-27, 1991","James F. Cory, American Society of Mechanical Engineers, Pressure Vessels and Piping Division Staff (Contribution by)",1991/01/01,,American Society of Mechanical Engineers,9780791808030,,,,75,
1030,Computer Literature Searching: Research Strategies and Databases,Charles L. Gilreath,1984/03/01,,Westview Press,9780865315266,,Westview Special Studies in Information Science and Management,,180,
1031,Computer Medical Databases: The First Six Decades  ,Morris F. Collen,2011/10/21,1,Springer London,9780857299611,,Health Informatics Series,,288,
1032,"Computer Music Modeling and Retrieval: Third International Symposium, CMMR 2005, Pisa, Italy, September 26-28, 2005, Revised Papers","Richard Kronland-Martinet (Editor), Thierry Voinier (Editor), Solvi Ystad (Editor)",2006/07/06,1,Springer Berlin Heidelberg,9783540340270,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3902",,280,
1033,"Computer Network, Systems, And Database Administrators",Stephen Gladwell,2011/02/16,,Emereo Pty Ltd,9781742449005,,,,88,
1034,Computer Readable Data Bases,Kathleen Y. Marcaccio,1989/12/01,6,Cengage Gale,9780810329447,,,,1350,
1035,"Computer Readable Databases: A Directory and Data SourceBook: Business, Law, Humanities and Social Sciences",M. Williams,1985/01/28,,Elsevier Science,9780444876140,,,,908,
1036,Computer Readable Databases: Directory Data Sourcebook,Marcacciok,1991/11/01,8,Cengage Gale,9780810329461,,,,,
1037,Computer Security: 20 Things Every Employee Should Know,Ben Rothke,2005/08/18,2,McGraw-Hill Professional Publishing,9780072262827,,McGraw-Hill Professional Education Ser.,,45,
1038,Computer Security Lab Manual,"Vincent Nestler, Wm. Arthur Conklin, Gregory White, Matthew Hirsch",2005/06/22,1,McGraw-Hill Higher Education,9780072255089,,Information Assurance and Security Ser.,,320,
1039,Computer Security: Protecting Digital Resources,Robert C Newman,2009/02/19,,Jones & Bartlett Learning,9780763759940,,,,453,
1040,Computer Specialist  ,"Jack Rudman, National Learning Corporation (Editor)",1994/12/28,,National Learning Corporation,9780837328768,,"Career Examination Series ,#2876",,,
1041,Computer Supported Spectroscopic Data Bases,Jure Zupan,1986/11/01,,Prentice Hall Professional Technical Reference,9780470207307,,Analytical Chemistry Ser.,,165,
1042,"Computer Technology: Logic, Memory, and Microprocessors: A Bibliography",A. H. Agajanian,2013/04/30,1,Springer US,9781468460988,,"IFI Data Base Library Series ,#163",,364,
1043,Computerization and Networking of Material Databases,"Satoshi Nishijima, Shuichi Iwata (Editor), Crystal H. Newton (Editor)",1997/01/01,2,American Society for Testing & Materials,9780803124196,,,,315,
1044,Computerization and Networking of Materials Data Bases,"J. S. Glazman (Editor), J. R. Rumble Jr. (Editor)",1989/04/01,,American Society for Testing & Materials,9780803111912,,"Special Technical Publications ,#1017",,360,
1045,Computerization and Networking of Materials Database,"Thomas Barry (Editor), K. Reynard (Editor), Keith Reynard (Editor)",1992/11/01,,American Society for Testing & Materials,9780803114371,,"Special Technical Publications ,#1140",,504,
1046,Computerization and Networking of Materials Databases,"Charles P. Sturrock (Editor), Edwin P. Begley (Editor)",1995/10/28,,American Society for Testing & Materials,9780803120266,,"STP, Special Technical Publication Series ,#1257",,292,
1047,Computerization and Networking of Materials Databases,"J. G. Kaufman (Editor), J. S. Glazman (Editor)",1991/05/01,,American Society for Testing & Materials,9780803114111,,"Special Technical Publications ,#1106",,285,
1048,"Computerized Database of the Optical Properties of the Opaque Minerals: Compiled from Tables for Microscope Identification of Ore Minerals, by Uyten",Joseph F. Whelan,2013/04/02,,BiblioGov,9781287048862,,,,156,
1049,Computerized Metallurgical Databases,J. Cuthill (Editor),1988/01/01,,"TMS (The Minerals, Metals & Materials Society)",9780873390361,,,,,
1050,Computing for Historians: An Introductory Guide,"Evan Mawdsley, Thomas Munck",1993/09/01,1,St. Martin's Press,9780719035487,,,,231,
1051,Computing for Site Managers: Database Techniques,"R. Flowers, Flowers (Other)",1996/06/13,1,"Wiley, John & Sons, Incorporated",9780632039685,,,,224,
1052,Computing in Civil Engineering and Symposium on Data Bases,Louis F. Cohn (Editor),1991/04/01,,American Society of Civil Engineers,9780872628038,,,,948,
1053,Computing with Spatial Trajectories,"Yu Zheng, Xiaofang Zhou",2011/10/01,1,Springer New York,9781461416289,,,,308,
1054,Concepts of Database Management 3rd Ed,"Philip J. Pratt, Joseph J. Adamski",2000/02/28,3,"Course Technology, Inc.",9780619000578,,MIS Series,,294,
1055,"Concepts of Database Management, Fifth Edition","Philip J. Pratt, Joseph J. Adamski, Joseph J. Adamski, Adamski",2004/07/12,5,Cengage Learning,9780619215293,,Available Titles Skills Assessment Manager (SAM) - Office 2007 Series,,440,
1056,Concepts of Database Management -Package,Philip J. Pratt,2008/01/28,,Cengage Learning,9780324818727,,,,,
1057,Concepts of Database Management,"Philip J. Pratt, Joseph J. Adamski",1997/05/28,2,"Course Technology, Inc.",9780760049266,,,,248,
1058,Concepts of Database Management,"Philip J. Pratt, Pratt",1994/01/28,1,Cengage Learning,9780877097792,,,,185,
1059,Conceptual Database Design: An Entity-Relationship Approach,"Carol Batini, Stefano Ceri, Shamkant B. Navathe",1991/08/07,1,Addison-Wesley,9780805302448,,,,470,
1060,"Conceptual Modeling, Databases, and CASE: An Integrated View of Information Systems Development","Peri Loucopoulos, Roberto Zicari",1992/10/28,1,"Wiley, John & Sons, Incorporated",9780471554622,,,,576,
1061,"Conceptual Modeling - ER 2000: 19th International Conference on Conceptual Modeling, Salt Lake City, Utah, USA, October 9-12, 2000 Proceedings","Alberto H.F. Laender (Editor), Stephen W. Liddle (Editor), Veda Storey (Editor)",2000/10/27,1,Springer Berlin Heidelberg,9783540410720,,"Lecture Notes in Computer Science Series ,#1920",,589,
1062,"Conceptual Modeling - ER 2001: 20th International Conference on Conceptual Modeling, Yokohama, Japan, November 27-30, 2001, Proceedings","Hideko S. Kunii (Editor), Sushil Jajodia (Editor), Arne Soelvberg (Editor)",2001/11/28,1,Springer Berlin Heidelberg,9783540428664,,"Lecture Notes in Computer Science Series ,#2224",,633,
1063,"Conceptual Modeling - ER 2002: 21st International Conference on Conceptual Modeling Tampere, Finland, October 7-11, 2002 Proceedings","Stefano Spaccapietra (Editor), Salvatore March (Editor), Yahiko Kambayashi (Editor)",2002/09/25,1,Springer Berlin Heidelberg,9783540442776,,"Lecture Notes in Computer Science Series ,#2503",,484,
1064,"Conceptual Modeling -- ER 2003: 22nd International Conference on Conceptual Modeling, Chicago, IL, USA, October 13-16, 2003, Proceedings","Il-Yeol Song (Editor), Stephen W. Liddle (Editor), Tok Wang Ling (Editor), Peter Scheuermann (Editor)",2003/11/13,1,Springer Berlin Heidelberg,9783540202998,,"Lecture Notes in Computer Science Series ,#2813",,586,
1065,"Conceptual Modeling - ER 2004: 23rd International Conference on Conceptual Modeling, Shanghai, China, November 8-12, 2004. Proceedings","Paolo Atzeni (Editor), Wesley Chu (Editor), Hongjun Lu (Editor), Shuigeng Zhou (Editor), Tok Wang Ling (Editor)",2004/11/23,1,Springer Berlin Heidelberg,9783540237235,,"Lecture Notes in Computer Science Series ,#3288",,874,
1066,"Conceptual Modeling - ER 2005: 24th International Conference on Conceptual Modeling, Klagenfurt, Austria, October 24-28, 2005, Proceedings","Christian Kop (Editor), Heinrich C. Mayr (Editor), John Mylopoulos (Editor), Oscar Pastor (Editor)",2005/11/28,1,Springer Berlin Heidelberg,9783540293897,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3716",,504,
1067,"Conceptual Modeling - ER 2006: 25th International Conference on Conceptual Modeling, Tucson, AZ, USA, November 6-9, 2006, Proceedings","David W. Embley, Antoni Olive, Sudha Ram",2007/05/07,1,Springer Berlin Heidelberg,9783540472247,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4215",,592,
